index,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,BBC Name
9,False,,[18],504521,sh,Zadarski memento,"The painful challenges experienced in the life of a farmer from Zadar, Croatia, in the years from World War I to World War II.",1.286,/bOEUJTbFUeDX4GfjoEL5xoX2KAv.jpg,1984-05-20,Zadar's Memento,False,5.0,3,Memento
10,False,/7zmuvIW8iEzqBrIXenYdUkGLmNh.jpg,"[27, 53, 18]",631427,en,Memento Mori,"Waking up alone, cold, and scared, the Lost searches for hope in salvation.",1.4,/xBscCJdu6I9G9JevDu8OiKK5vH6.jpg,2019-09-14,Memento Mori,False,10.0,1,Memento
11,False,/brI2aKrXoCddmIZlw8UeALmnLUX.jpg,[],1019812,vi,Memento Mori: Đất,"When Van was healthy, she grew flowers in the garden and led a happy life, but now she has only a few months left to live. Since she doesn′t even have the strength to hold a pen, she records the last words for her daughters with voice messages on a cell phone. In the meantime, family’s debts are increasing due to Van’s medical expenses and the family’s living expenses, Van’s husband tries to clear the debt by trading his kidney, and Van’s heart sinks when she finds out about it.",0.84,/8yBhwsfNY6KRJRgifJImLAJ3heL.jpg,2022-10-07,Memento Mori: Earth,False,0.0,0,Memento
12,False,/gt9LrJa6GfWZcjv4nE1NhR6zuDg.jpg,"[28, 12, 99]",466084,en,Memento - A Boulder Life Line,"What happens when a crazy filmmaker meets a crazy boulder and they decide to make a film together? It could be called pre-programmed chaos or the beginning of a common vision. After nearly two years of work, the film is finished, pure soul has come out! Camera and direction show boulders in a unique style. The philsophy and climbing art of Bernd Zangerl set the crown on the film. The locations were Ticino, Magic Wood and the mountains of the Silvretta. Each area has its own character, its own style and ambience. 'Every centimeter has its meaning. As with Humbold's natural vision, thought and feeling merge, and here the symbiosis of man and rock, man's stone, humanized petrified. ""  The film shows Bernd Zangerl, Barbara Zangerl and Thomas ""Steini"" Steinbrugger during bouldering at Magic Wood, Silvretta and Ticino. The best and most beautiful first visits by Bernd Zangerl are documented as well as spectacular highballs and low water soloing.",0.961,/8KUZbcxszWWYFldTwEX3ArwQvCD.jpg,2006-01-01,Memento - A Boulder Life Line,True,0.0,0,Memento
13,False,,[27],592989,en,Memento Mori,A visual exploration of Nicholas' fear of death.,0.6,/kDlOSDQdm1gR4Tqa3i9zcePQOzV.jpg,2018-12-20,Memento Mori,False,8.0,1,Memento
14,False,,[99],1063741,no,Memento Mori – husk at du skal dø,"Charismatic Hans Petter has incurable cancer and little time left. Now he is keen to use the weeks and months that remain as best as possible. He does everything to ensure that his wife Eva is well when he is away. But it is not as easy for Eva. She would like to have more time with Hans Petter, instead of him finishing all his projects.",0.7,/7OPHk7EiHufKJVzplCKDdDH8FSE.jpg,2008-12-06,Memento Mori – Remember You Shall Die,False,0.0,0,Memento
15,False,/vdULFFlrBe3LUR27QeK13dZCVAn.jpg,[53],541025,ko,메멘토모리,"Suddenly they woke up. Not knowing who did it, 6 of them got up in the same place. The survival game for 6 people with nothing in common has begun.",3.5,/m1Ma5aOtUi3Zp8zucTbnSKJ6fd3.jpg,2018-06-28,Memento Mori,False,5.6,5,Memento
16,False,,"[53, 9648]",383069,cn,35米厘：兇心人,"A cop, a blind psychologist, and a mysterious murderer are embroiled in a mental game copying thriller movies. As the suspects are being killed one after another, the case seems to be heading to a dead end. When the answer seems to be knocking at the door, as the murderer finally is exposed and killed, the unexpected is standing right in front of them...",2.15,/l2lpt1lHcxgD0WidLUGGu9rHEAx.jpg,2002-11-28,Memento,False,7.0,2,Memento
17,False,/u6tDNciqxQnSdPqfZOKPzYoyO08.jpg,[10752],515593,ko,오장군의 발톱,"Jang-gun lives in a remote country, Kkachigol, with his loving mom. His name, Jang-gun, means ‘General’ in Korean which his mother named wishing him to be a great person. But he just want to be a ordinary farmer and his only wish is growing potato well and getting married Kkotbuni someday. One day, Jang-gun receives a draft notice and conscripted into the army even not knowing the meaning of the war.",3.121,/9IMokIMW1ZvbKwXBMWqdBtZxsTy.jpg,2018-08-15,Soldier's Mementos,False,7.0,1,Memento
18,False,/6UO0yWUif6LHImias30eVZKPI0Z.jpg,[18],381742,ru,Мементо мори,,0.904,/suYHHeadw4mMrNprSQYW3c7HpZN.jpg,1991-02-08,Memento mori,False,0.0,0,Memento
19,False,/8eoUZiDIA5xaxOopSb7JHVZpH0j.jpg,"[18, 10770, 35, 9648]",610192,en,Memento Mori,Several elderly friends and acquaintances in 1950s London are disturbed to receive mysterious telephone calls predicting their impending deaths...,3.591,/g3dzPQMseDOyoZV7lqivum0xrtn.jpg,1992-04-19,Memento Mori,False,7.0,3,Memento
0,False,/fySqZjkjbBESaGfPfGGg3jd9wCb.jpg,"[18, 53, 9648, 28]",87516,en,Oldboy,A man has only three and a half days and limited resources to discover why he was imprisoned in a nondescript room for 20 years without any explanation.,27.667,/iX93YdBrZA1EpGbphmjf4ARj1Za.jpg,2013-11-14,Oldboy,False,5.927,1859,Oldboy
1,False,/fY3vRg4JbqUyP4wNzThutkCdUeS.jpg,"[18, 53, 9648, 28]",670,ko,올드보이,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.",48.906,/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,2003-11-21,Oldboy,False,8.265,8136,Oldboy
2,False,/xJkhQrJPXMFjkCMW5HXNQGgQxzG.jpg,"[35, 18]",41454,da,Oldboys,"Now in his fifties, Vagn leads a solitary life and plays football with a group of similarly aged men, some even older. After being left behind at a petrol station by his teammates on their way to a match in Sweden, he encounters a young habitual offender and together they set off in hot pursuit of Vagn's buddies. A Nordic road movie taking in a whole series of comic, serious and, above all, well-written scenarios.",4.111,/jaChFl4VzBe3QsKSoxB5BbNTX94.jpg,2009-12-25,Oldboys,False,6.1,23,Oldboy
3,False,,[],667251,pt,Super Oldboy,"Bil is an elderly man who works as an office boy for a firm in São Paulo, as he does not pay for a bus ticket and takes a preferential line at the bank. One day he gets involved in an unusual bank robbery.",0.917,/slTEyNSLNN1tTaL5PUpzeCG60wA.jpg,2016-01-01,Super Oldboy,False,9.0,1,Oldboy
4,False,/xsMXXHgbQ7H7RoVr3fHJgZoO2au.jpg,"[16, 14]",850226,en,Oldboy's Apples,"Join a demon, a puppy and a rat in this stop-motion headtrip about a mysterious, magically summoned apple tree.  With its innovative, intricate character design and intoxicatingly evocative, genuinely strange world, Oldboy’s Apples makes for tactile, ritualistic viewing – a rabbit hole of idolatry and the id.",1.627,/jx9g9aJGeRpoxbwtPk6NdGluU5q.jpg,2021-08-17,Oldboy's Apples,False,0.0,0,Oldboy
5,False,,[99],707112,en,Autobiography of 'Oldboy',A three and- a-half-hour video diary of the making of Oldboy. This was included as a special feature in the DVD and Blu Ray releases of Oldboy and was a special feature in Arrow Video's release of the film.,0.961,,2005-02-28,Autobiography of 'Oldboy',False,0.0,0,Oldboy
0,False,/uvitbjFU4JqvMwIkMWHp69bmUzG.jpg,"[18, 80]",598,pt,Cidade de Deus,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",45.054,/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,2002-08-30,City of God,False,8.434,6951,City of God
1,False,/mu4q1jPLdW5hE7BWZEWRvuAh3ZN.jpg,"[16, 878]",492719,ja,GODZILLA 決戦機動増殖都市,"Humanity's desperate battle to reclaim the Earth from Godzilla continues. The key to defeating the King of the Monsters may be Mechagodzilla, a robotic weapon thought to have been lost nearly 20,000 years ago.",28.109,/8y1YhD6niL3aMfeEPhStHMWdPxH.jpg,2018-05-18,Godzilla: City on the Edge of Battle,False,6.495,313,City of God
2,False,/omWsUgZcVWshTjHCHDxQ8740pgk.jpg,[99],300605,pt,Cidade de Deus: 10 Anos Depois,City of God – 10 Years Later investigates what happened to the actors who took part in the award-winning film directed by Fernando Meirelles and Katia Lund. This documentary shows what City of God’s worldwide success meant to their lives. Were the actors prepared for the film’s success? Did the social background of some of them prove stronger than the opportunity that came their way?,8.42,/dz3ynaQbL0etAuAv119jH8DfoEJ.jpg,2013-10-05,City of God: 10 Years Later,False,6.747,95,City of God
3,False,,"[80, 53]",105315,ml,സിറ്റി ഓഫ് ഗോഡ്,"In the city of Cochin a series of incidents connects the lives of a Tamil laborer couple, an actress, a builder, a criminal, and the wife of a businessman.",3.509,/873pFL0oXp90bID7MgX4juCdEFV.jpg,2011-04-27,City of God,False,7.2,20,City of God
4,False,,[18],503450,es,Ciudad de Dios,"A portrait of a couple, living in poverty and prostitution. Couple is joined by a second woman, and problems escalates.",1.193,/2B0vK6J3Q71TX4oFOFKDXC3UfJ.jpg,1997-02-06,City of God,False,7.5,5,City of God
5,False,,[99],585893,es,"Tlalocan, bajo la ciudad de los dioses","Documentary about the Tlalocan, known to the Nahua people as the otherworldly paradise.",0.664,,,"Tlalocan, Under The City Of Gods",False,0.0,0,City of God
6,False,/4lMWuzrbvRXyWYMopI7St2GXqMh.jpg,[99],561066,en,The Lost City of the Monkey God,"The search for The Lost City of the Monkey God follows explorer Steve Elkins and a team of archaeologists, anthropologists, scientists and filmmakers in this true-life adventure as they overcome torrential rains, dense jungles, poisonous reptiles and deadly disease carrying flies to search one of the last unexplored places on Earth for a lost Maya city. Using cutting edge laser technology, they can ""see"" the city hidden in the impenetrable jungle and with the support of the president of Honduras and his army they are able to save the found city from certain destruction and looting and properly excavate and preserve their discovery and begin to solve the mysteries of the lost city.",0.635,/dPeRBEIUBcoUtBCecdI6k6rMCbi.jpg,2018-10-08,The Lost City of the Monkey God,False,7.0,1,City of God
7,False,,[99],1065757,en,Finding God in the City of Angels,Take a journey through the streets of LA to uncover an alternative view of the tapestry of faiths and hidden traditions that make up the City of Angels.,0.6,,2010-01-01,Finding God in the City of Angels,False,0.0,0,City of God
8,False,,[18],229435,af,Die Goddelose Stad,"One of the earliest exploitation films from South Africa, directed and produced by independent film maker Pierre D. Botha. This is a classic example of a ‘restless youth’ film.  The action takes place in Johannesburg (The Godless city of the title) and focuses on the youth sub culture of the ‘Ducktails’ (“a white youth gang subculture which emerged within post Second World War South Africa. Rebellious, hedonistic, apolitical and showing little respect for the law, education or work”).",0.6,,1958-06-05,The Godless City,False,0.0,0,City of God
9,False,/lFW4JtK9bF4cdu13Puo5w1XohvA.jpg,"[12, 878, 14, 27]",38267,en,War-Gods of the Deep,"A chance discovery leads American mining engineer Ben Harris and acquaintance Harold to discover a lost city under the sea while searching for their kidnapped friend Jill. Held captive in the underwater city by the tyrannical Captain (Vincent Price), and his crew of former smugglers, the three plot to escape...",9.27,/u8zFBSOpblP7XoTfRkftqhYyAFp.jpg,1965-05-26,War-Gods of the Deep,False,4.9,62,City of God
0,False,/vM7FGdOnzSHYNdlJYxlzKamSPa.jpg,"[10752, 18, 53]",336050,hu,Saul fia,"In the horror of 1944 Auschwitz, a prisoner forced to burn the corpses of his own people finds moral survival trying to save from the flames the body of a boy he takes for his son.",22.982,/9ZcX6NjCJam5uwkooXffhHI29Lj.jpg,2015-06-11,Son of Saul,False,7.149,1009,Son of Saul
0,False,/hg0MTIFs49ef179C9Y1HRtzqbbK.jpg,"[18, 53, 10752]",16869,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",79.628,/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,2009-08-02,Inglourious Basterds,False,8.217,21370,Inglourious Basterds
0,False,/3mxteiwtcCPjbYKlyC0WxY1G9J3.jpg,"[18, 53]",582,de,Das Leben der Anderen,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",21.727,/cVUDMnskSc01rdbyH0tLATTJUdP.jpg,2006-03-23,The Lives of Others,False,8.027,3453,The Lives of Others
1,False,,[],1247807,ar,حياة الآخرين,"A couple from the upper bourgeoisie, married for several years, are going through the sexual sluggishness that every old couple experiences.  He ends up confessing to her that although he still loves her, she no longer provokes the same emotions in him as before...",2.635,/gz1sTENbseonJOZRfTDYF94ihA8.jpg,2013-12-11,The Lives of Others,False,0.0,0,The Lives of Others
2,False,/nRv00SM2iXyMRTJnIKhkpiOAyOC.jpg,[18],450745,es,Vivir y otras ficciones,"Pepe has left the psychiatric hospital after serving time for stealing to work. Only the solidarity of Antonio, a disabled activist, allows him to build a fragile life on which to project his weak hopes. Nevertheless, his need to fit in a senseless world becomes a desperate chore. The horizon of his long-awaited “normality"" proves unreachable. The relationship with Antonio interpellates his view of life, inviting him to recognize himself as an anomaly and invent a new madness in which to live.",1.148,/lXss53keV2TfoFOvZncmKJaeccf.jpg,2016-09-17,Living and Other Fictions,False,5.1,8,The Lives of Others
3,False,,[18],345757,no,Livet Utenfor,"Two apartments. In one, lives a couple tired of each other. In the other, young students. The couple becomes aware of a party in the neighbour apartment, and are longing for the life of the youths.",0.855,,2012-08-21,Other Lives,False,0.0,0,The Lives of Others
4,False,/7ZEz4cHWwEpUk7K3qVlAajjGDCR.jpg,"[10402, 99]",103298,en,The Other Side of the Mirror: Bob Dylan Live at the Newport Folk Festival,An unvarnished chronicle of Bob Dylan's metamorphosis from folk to rock musician via appearances at the Newport Folk Festival between 1963 and 1965.,2.165,/dhHAENGZFOMz5m9os0QQRLMb4Ha.jpg,2007-12-07,Bob Dylan Live at the Newport Folk Festival - The Other Side of the Mirror,False,8.2,9,The Lives of Others
5,False,,[],697672,el,Οι άλλες μου ζωές,"In ""Spaces #1"", 8 beloved Greek directors shot, after commissioning by the Festival, a short film at home, making their own timely comment on the new reality that we live in. The project is inspired by the book ""Species of Spaces"" by the French novelist, filmmaker, documentalist, and essayist, Georges Perec and the days of quarantine. The idea is to create a film at home, using the environment, the people or the animals in that space. The only outdoor areas that may be used are outdoor living spaces, such as the terrace, the garden, the balcony and the stairwell. ""My other lives"" is Marianna Economou's submission.",0.6,/woTggA24v6x8MG1SWcFzhwUu72d.jpg,2020-04-03,My other lives,False,0.0,0,The Lives of Others
6,False,/hzeQBUrDsmkLzxKdoWZqV8NwKXP.jpg,"[80, 53]",82098,fr,Avec la peau des autres,A French secret agent gets a license to kill when he is sent to Vienna to plug a security leak in this routine spy saga. He is caught in the crossfire of international enemy agents trying to eliminate the French.,2.402,/oWejXVkknXZH1OrrjLerj0MA1lb.jpg,1966-08-24,To Skin a Spy,False,5.833,15,The Lives of Others
0,False,/akrHPmxEoi5CRKioJlCrf95jpjq.jpg,"[12, 27, 53, 878]",14372,en,Leviathan,Underwater deep-sea miners encounter a Soviet wreck and bring back a dangerous cargo to their base on the ocean floor with horrifying results. The crew of the mining base must fight to survive against a genetic mutation that hunts them down one by one.,26.144,/gKGYpj6ggU6rsUbR5H0Xuroj50O.jpg,1989-03-17,Leviathan,False,5.937,465,Leviathan
1,False,/t7tTQoBZu66f2NkYr6ViwYn0Cz8.jpg,[99],127962,en,Leviathan,An experimental portrait of the North American commercial fishing industry through the lens of GoPro cameras placed on a fishing vessel off the coast of New England.,7.612,/yU626BbyIZ4VraJJuFwXHEhcEK3.jpg,2012-08-09,Leviathan,False,6.565,86,Leviathan
2,False,,[18],262129,fr,Leviathan,"In this movie based upon Julian Green's novel, we follow Paul's downfall as he is torn between his love for Angele, a local prostitute, as he finds out too late, and Madame Grosgeorge's love for him.",1.777,/3IFAruxBHQSOjXETWkBKoSvq1zW.jpg,1962-04-13,Dark Journey,False,4.625,4,Leviathan
3,False,,[16],921835,en,Leviathan,"That which is above is like that which is below, and that which is below is like that which is above...also birdos and fishies are nice.",0.6,/z5uxyimSIYitt7QSopEaUheiY0H.jpg,2021-12-31,Leviathan,False,6.0,1,Leviathan
4,False,,[16],279083,hr,Leviathan,"Jerky but smiling characters from this short film will take the audience through this animated pageant inspired by a book by Thomas Hobbes called 'The Leviathan', written in 1651.",1.091,/qwGuRKg30UeOZ5vpIUeHMTLl6YK.jpg,2006-01-01,Leviathan,False,0.0,0,Leviathan
5,False,,[],1216605,pt,Leviathan,,0.6,,,Leviathan,False,0.0,0,Leviathan
6,False,,[],1227362,en,Leviathan,A film by James Fotopoulos,0.6,/zQ0fYWrRLrrjHDOKx8Tt4bi7Bas.jpg,,Leviathan,False,0.0,0,Leviathan
7,False,/kb3RNnn4CMPRSaGbrX1ejc7lcRN.jpg,"[18, 80]",265180,ru,Левиафан,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",11.444,/dwmHSBBiu2ow271zrQ33rPKZDSC.jpg,2014-09-24,Leviathan,False,7.401,802,Leviathan
8,False,/xiHNq8l9gtrRBLocXJIQ6K55G9N.jpg,[14],1170671,xx,Leviatán,An ancient monster awakens from the sea. A ship moves between crystal waters in the darkest night witnessing God and the angels last battle.,0.6,/q3qaTxKq0OoCqBpmWKfwH3Qqvtl.jpg,2023-08-30,Leviathan,False,0.0,0,Leviathan
9,False,,[53],1174051,es,Leviatán,"Edgar is a man in his mid-fifties, trying to make a living as a private driver at night, but when his car is hijacked by an awkward young couple, he seeks to finish the trip as soon as possible, however, when he discovers that there are more at stake, he must face the perverse reality in which he finds himself at the expense of his inner demons.",0.6,/ty9rTYq3xmmK2CtY5Sf63KUPmPL.jpg,,Leviathan,False,0.0,0,Leviathan
10,False,,"[878, 99]",480269,pt,"Acorda, Leviatã","T. S. Eliot ends one of his most famous poems, ""The Hollow Men"", by repeating three times the sentence ""This is how the world ends"" - and then adding: ""Not with a bang but a whimper.""",1.4,/lVO2ONVj9r8fgjJaJEc9nhSXq8q.jpg,2015-10-09,"Wake Up, Leviathan",False,6.0,1,Leviathan
11,False,/nTKARxSGRed951pGPxAgYurn777.jpg,[27],1064695,es,Leviatán,"When a man delves deep into his late father's last investigation, he begins uncovering secrets mankind was not meant to know.",0.6,/jAHoTKZbSbAorNEc3PtLCocXFaj.jpg,2019-10-10,Leviathan,False,0.0,0,Leviathan
12,False,/mv8CfiMeyrwYE92JBnOnKX8mxWL.jpg,[99],348191,en,Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II,Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II is a feature length documentary uncovering the history and the making of Clive Barker's Hellraiser and Hellbound: Hellraiser II films.,7.515,/6E34nRqtJNU28oPgYUteiJKjYtn.jpg,2015-06-18,Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II,False,6.2,20,Leviathan
13,False,,[35],339045,en,Captain Z & the Terror of Leviathan,"In 1714 Captain Zachariah Zicari stops a group of possessed townsfolk from using a powerful amulet that would have released the ultimate evil, the Leviathan. Fast forward to 2014 and the amulet is again in the wrong hands. Can Captain Z save the Earth???",0.6,/nkVtZBWBb4kJRGpR0w2jza6oopM.jpg,2014-05-08,Captain Z & the Terror of Leviathan,False,5.2,6,Leviathan
14,False,/gAmDbmaT3wFPcDYagm3pINmxzds.jpg,[],1006085,en,Dolby Atmos and Dolby Vision Demo: Leviathan,Dolby Vision 4K  Dolby Digital 5.1 Atmos,0.6,/7YDSe0UO6vIs6o91yfPeS9ASTXZ.jpg,2019-08-20,Dolby Atmos and Dolby Vision Demo: Leviathan,False,0.0,0,Leviathan
15,False,,[],784910,en,"Leviathan Cycle, Episode 3: Arturo",Ben and Yasmine arrive at a strange and enigmatic community based on an island in the lagoon of Venice. They engage in scavenging raids to the mainland and partake in the group’s Bacchanalian orgies. Their gluttonous sexual vagrancy is paralleled with images of overfishing and unnecessary cruelty in the fishing industry of the Mediterranean.,0.684,,2020-05-26,"Leviathan Cycle, Episode 3: Arturo",False,0.0,0,Leviathan
16,False,,[],784914,en,"Leviathan Cycle, Episode 4: Jamila","Ben and Yasmine continue further south to the Moroccan coast, where they are attacked by Jamila and her group of parasitic bandits. The ethics of survival and predator-prey relationships in both human and marine species are explored, as members of another group intervene. But is this out of the frying pan and into the fire for the protagonists?",0.603,,2020-05-28,"Leviathan Cycle, Episode 4: Jamila",False,0.0,0,Leviathan
17,False,,[],784916,en,"Leviathan Cycle, Episode 5: Ismael","Our protagonists are taken captive aboard a gigantic cargo ship, whose megalomaniacal captain Ismael entertains biblical pretensions. Ben is made to ‘pay his passage’, while a ghostly Yasmine stalks the empty corridors of the ship. Whales and whaling become a key subject – interrogating colonial and indigenous politics in the process.",0.604,,2020-05-28,"Leviathan Cycle, Episode 5: Ismael",False,0.0,0,Leviathan
18,False,,[],784920,en,"Leviathan Cycle, Episode 6: Ding Ling & Senait","Ding Ling is a research scientist who fled Indonesia in the wake of rising sea levels, and at the start of the episode disembarks from the cargo ship on which she had been living. She moves onwards to explore new/old territories, revealing something of her past in Indonesia and China via Singapore as the episode progresses. During her journey she meets the resourceful Senait, an Eritrean refugee who subsists by evaporating water from the Dead Sea to make it potable. In her ongoing effort to compile an archive of those who remain, Ding Ling records an interview with Senait, where Senait recounts her own peripatetic past and perilous journey through Sudan.",1.4,,2020-09-14,"Leviathan Cycle, Episode 6: Ding Ling & Senait",False,0.0,0,Leviathan
19,False,/aUYgvMqQvny9Dml2dYY1EVqo7Wx.jpg,"[878, 14, 16]",498385,en,Leviathan Ages,"Bound in ancient celestial ballet, nine dead Kings arise to claim a fallen Emperor.",0.908,/iD7H2UTD3wDqcwjqMSG9k5wpAHs.jpg,2014-10-09,Leviathan Ages,False,8.0,2,Leviathan
0,False,/4Bb1kMIfrT2tYRZ9M6Jhqy6gkeF.jpg,"[18, 36]",76203,en,12 Years a Slave,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",37.106,/xdANQijuNrJaw1HA61rDccME4Tm.jpg,2013-10-18,12 Years a Slave,False,7.945,10860,12 Years a Slave
0,False,/s4EIxjPG3BEmo6TWkCXkJQZM4zY.jpg,[18],68722,en,The Master,"Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion"" he forms after World War II.",25.252,/tvhE7TWGzLPgN82bBDuX1XtH5oE.jpg,2012-09-07,The Master,False,7.149,2806,The Master
1,False,/cWPWtKvRoLOLHL1SvxTSDrz5Y1w.jpg,[99],357536,th,The Master,"A Thai documentary about 'Van VDO' the VHS shop in 1990s. The shop established the independent cinema scene for Thai audience by selling VHS of American, European, and Asian indie films. However, all of them are pirate and illegal.",2.186,/zHG4BmE0Ul9hvwnRZ4jnO2Xipxw.jpg,2014-11-27,The Master,False,7.2,5,The Master
2,False,,[],286245,en,The Master,"A 419 scammer perfects the act of defrauding people to the extent that he becomes a master of the craft, however his refusal to pay his dues to the person that taught him everything leads to his downfall. [parts 1-2]",0.805,,2004-01-01,The Master,False,0.0,0,The Master
3,False,/lm1F7Z2jPjLFsf0VCZMrjemPxxI.jpg,"[16, 28, 35]",81003,en,Kung Fu Panda: Secrets of the Masters,"Po and the Furious Five uncover the legend of three of kung fu's greatest heroes: Master Thundering Rhino, Master Storming Ox, and Master Croc.",34.987,/4DlsFecqDZPEgDPWIW45DiFIOit.jpg,2011-12-12,Kung Fu Panda: Secrets of the Masters,False,6.4,226,The Master
4,False,/t0voVZuqvQ0VlM2m45rVWZO5R52.jpg,"[16, 35, 10749]",938567,ja,劇場版 からかい上手の高木さん,"Takagi and Nishikata are in their final year of middle school, and have both anxiety and hope for the future. During the summer of their final year, on the day before summer vacation starts, the two find a kitten that they name Hana. They decide to take care of the kitten themselves until they can find its mother.",20.846,/kGyya4tD6mDCGjfoK9lktDkLxvy.jpg,2022-06-10,Teasing Master Takagi-san: The Movie,False,8.463,122,The Master
5,False,/6WgajZ9s2zX2pnpXUqn6VFfNUAq.jpg,[27],56790,ko,인형사,"Five people are invited to a remote doll museum and one by one they are mysteriously killed. The survivors find out the truth: dolls have spirits, and they have come to settle scores.",6.185,/hayajVOmjk8LhqvYDHdQ7K5Ler2.jpg,2004-08-06,The Doll Master,False,5.9,57,The Master
6,False,/m2matJBvdhkS4zgWKCw0ZLXlxjb.jpg,"[18, 14]",586353,ru,Мастер и Маргарита,"Moscow, 1930s. A prominent writer's works are suddenly censored by the Soviet state and the premiere of his theatrical play about Pontius Pilate is canceled. He's kicked out of the Soviet Writer's Union, and quickly turns into an outcast with no means to survive.  Inspired by Margarita - his lover, he begins working on a new novel in which all the characters are satirically reinterpreted from his life. The novel's central character is Woland - a mystical dark force who visits Moscow to revenge all those who caused the writer's downfall.  As the Master sinks himself deeper and deeper into his novel, adding himself and Margarita as characters, he gradually stops noticing as the border between reality and his imagination fades away.",9.919,/jw172VAlwfYtWNWvhVrXZPW3jGT.jpg,2024-01-25,The Master and Margarita,False,7.143,13,The Master
7,False,/nPx3FS9ZnQ6fwy9BtgcnNZJpyXC.jpg,"[28, 35]",12207,cn,醉拳二,"Returning home with his father after a shopping expedition, Wong Fei-Hong is unwittingly caught up in the battle between foreigners who wish to export ancient Chinese artifacts and loyalists who don't want the pieces to leave the country. Fei-Hong must fight against the foreigners using his Drunken Boxing style, and overcome his father's antagonism as well.",29.499,/xqUBrSBtPYLvCtfqHF5sapU6Div.jpg,1994-02-03,The Legend of Drunken Master,False,7.41,904,The Master
8,False,/uYWy6sKFQ8ycp7D4g1YrZUmQ5DQ.jpg,"[28, 14, 878, 12, 53]",11649,en,Masters of the Universe,"The world of Eternia in the aftermath of Skeletor's war on Castle Grayskull, which he has won after seizing Grayskull and the surrounding city using a cosmic key developed by the locksmith Gwildor. The Sorceress is now Skeletor's prisoner and he begins to drain her life-force as he waits for the moon of Eternia to align with the Great Eye of the Universe that will bestow god-like power upon him.",22.526,/gaUecXFd31V68yOTJPJYaB9YhAf.jpg,1987-08-07,Masters of the Universe,False,5.7,834,The Master
9,False,/qletQdagnYZ7StKZH209AkgKEVf.jpg,"[28, 18, 14, 9648, 878]",757860,zh,晴雅集,"Every few hundred years, the most powerful demon on earth—a snake demon—awakens, and the Yin-Yang Masters are summoned to the capital. Meanwhile, the Princess of the realm has her own plans, as she conspires to claim the demon’s power.",19.769,/9FJEUKmVgazCbhLNNGDXwqDUImQ.jpg,2020-12-24,The Yin-Yang Master: Dream of Eternity,False,7.408,174,The Master
10,False,/qkvxkIj2oNdzwrkhHDOwLqQNEWF.jpg,"[28, 35]",11563,cn,師弟出馬,"Youthful martial arts master Lung is searching for his missing brother, when he is mistaken for a criminal on the run.  He must prove his innocence by solving the case himself, while local lawmen and merciless mercenaries are hot on his trail.",22.764,/3qTQFQIoNHkCbVzBZPVKd5Jo13s.jpg,1980-02-09,The Young Master,False,6.898,191,The Master
11,False,/24k1XQIGDtR4IXtx1BNRsZHKar3.jpg,"[28, 12, 18, 14, 10749]",758902,zh,侍神令,"The world is on the verge of a devastating war with monsters who are coming to retrieve the Scaling Stone. Yin Yang Master Qingming's life is in danger and he travels to different worlds to prepare for the upcoming assaults. On his journey, Qingming finds that the key to all the calamities is embracing his hybrid identity of both human and monster.",18.039,/6RJwhxEtEFZKC8ogLJ4eBwr42yc.jpg,2021-02-12,The Yin Yang Master,False,6.779,70,The Master
12,False,/m11Mej9vbQqcXWgYrgPboCJ9NUh.jpg,"[12, 18, 10752]",8619,en,Master and Commander: The Far Side of the World,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",28.337,/s1cVTQEZYn4nSjZLnFbzLP0j8y2.jpg,2003-11-14,Master and Commander: The Far Side of the World,False,7.139,2975,The Master
